epoch,lr-Adam,step,train_loss,val_loss
27,,4619,22.0060977935791,
,0.01,4649,,
,0.01,4699,,
,0.01,4749,,
28,,4784,,22.56325340270996
28,,4784,22.053834915161133,
,0.01,4799,,
,0.01,4849,,
,0.01,4899,,
,0.01,4949,,
29,,4949,,22.501771926879883
29,,4949,21.911684036254883,
,0.01,4999,,
,0.01,5049,,
,0.01,5099,,
30,,5114,,21.61178207397461
30,,5114,22.14221954345703,
,0.01,5149,,
,0.01,5199,,
,0.01,5249,,
31,,5279,,22.60753059387207
31,,5279,21.66097068786621,
,0.01,5299,,
,0.01,5349,,
,0.01,5399,,
32,,5444,,22.391061782836914
32,,5444,21.91775131225586,
,0.01,5449,,
,0.01,5499,,
,0.01,5549,,
,0.01,5599,,
33,,5609,,21.496315002441406
33,,5609,22.03925323486328,
,0.01,5649,,
,0.01,5699,,
,0.01,5749,,
34,,5774,,22.895971298217773
34,,5774,21.423885345458984,
,0.01,5799,,
,0.01,5849,,
,0.01,5899,,
35,,5939,,21.62102508544922
35,,5939,21.429088592529297,
,0.01,5949,,
,0.01,5999,,
,0.01,6049,,
,0.01,6099,,
36,,6104,,23.79010009765625
36,,6104,21.760326385498047,
,0.01,6149,,
,0.01,6199,,
,0.01,6249,,
37,,6269,,22.124786376953125
37,,6269,21.480976104736328,
,0.01,6299,,
,0.01,6349,,
,0.01,6399,,
38,,6434,,21.959274291992188
38,,6434,21.051939010620117,
,0.01,6449,,
,0.01,6499,,
,0.01,6549,,
,0.01,6599,,
39,,6599,,21.76431655883789
39,,6599,21.422616958618164,
,0.01,6649,,
,0.01,6699,,
,0.01,6749,,
40,,6764,,21.08953285217285
40,,6764,21.037742614746094,
,0.01,6799,,
,0.01,6849,,
,0.01,6899,,
41,,6929,,22.441455841064453
41,,6929,21.422225952148438,
,0.01,6949,,
,0.01,6999,,
,0.01,7049,,
42,,7094,,21.722105026245117
42,,7094,21.095487594604492,
,0.01,7099,,
,0.01,7149,,
,0.01,7199,,
,0.01,7249,,
43,,7259,,22.03398323059082
43,,7259,20.812761306762695,
,0.01,7299,,
,0.01,7349,,
,0.01,7399,,
44,,7424,,21.216482162475586
