epoch,lr-Adam,step,train_loss,val_loss
7,,7999,28.200092315673828,
,0.001,8049,,
,0.001,8099,,
,0.001,8149,,
,0.001,8199,,
,0.001,8249,,
,0.001,8299,,
,0.001,8349,,
,0.001,8399,,
,0.001,8449,,
,0.001,8499,,
,0.001,8549,,
,0.001,8599,,
,0.001,8649,,
,0.001,8699,,
,0.001,8749,,
,0.001,8799,,
,0.001,8849,,
,0.001,8899,,
,0.001,8949,,
,0.001,8999,,
8,,8999,,42.62477111816406
8,,8999,27.92902183532715,
,0.001,9049,,
,0.001,9099,,
,0.001,9149,,
,0.001,9199,,
,0.001,9249,,
,0.001,9299,,
,0.001,9349,,
,0.001,9399,,
,0.001,9449,,
,0.001,9499,,
,0.001,9549,,
,0.001,9599,,
,0.001,9649,,
,0.001,9699,,
,0.001,9749,,
,0.001,9799,,
,0.001,9849,,
,0.001,9899,,
,0.001,9949,,
,0.001,9999,,
9,,9999,,46.76453399658203
9,,9999,27.440053939819336,
,0.001,10049,,
,0.001,10099,,
,0.001,10149,,
,0.001,10199,,
,0.001,10249,,
,0.001,10299,,
,0.001,10349,,
,0.001,10399,,
,0.001,10449,,
,0.001,10499,,
,0.001,10549,,
,0.001,10599,,
,0.001,10649,,
,0.001,10699,,
,0.001,10749,,
,0.001,10799,,
,0.001,10849,,
,0.001,10899,,
,0.001,10949,,
,0.001,10999,,
10,,10999,,39.92018508911133
10,,10999,27.491680145263672,
,0.001,11049,,
,0.001,11099,,
,0.001,11149,,
,0.001,11199,,
,0.001,11249,,
,0.001,11299,,
,0.001,11349,,
,0.001,11399,,
,0.001,11449,,
,0.001,11499,,
,0.001,11549,,
,0.001,11599,,
,0.001,11649,,
,0.001,11699,,
,0.001,11749,,
,0.001,11799,,
,0.001,11849,,
,0.001,11899,,
,0.001,11949,,
,0.001,11999,,
11,,11999,,42.53188705444336
11,,11999,27.291370391845703,
,0.001,12049,,
,0.001,12099,,
,0.001,12149,,
,0.001,12199,,
,0.001,12249,,
,0.001,12299,,
,0.001,12349,,
,0.001,12399,,
,0.001,12449,,
,0.001,12499,,
,0.001,12549,,
,0.001,12599,,
,0.001,12649,,
,0.001,12699,,
,0.001,12749,,
,0.001,12799,,
,0.001,12849,,
,0.001,12899,,
,0.001,12949,,
,0.001,12999,,
12,,12999,,47.201995849609375
12,,12999,26.780893325805664,
