epoch,lr-Adam,step,train_loss,val_loss
,0.01,8549,,
,0.01,8599,,
,0.01,8649,,
,0.01,8699,,
,0.01,8749,,
,0.01,8799,,
,0.01,8849,,
,0.01,8899,,
,0.01,8949,,
1,,8975,,34.238101959228516
1,,8975,33.217769622802734,
,0.01,8999,,
,0.01,9049,,
,0.01,9099,,
,0.01,9149,,
,0.01,9199,,
,0.01,9249,,
,0.01,9299,,
,0.01,9349,,
,0.01,9399,,
,0.01,9449,,
,0.01,9499,,
,0.01,9549,,
,0.01,9599,,
,0.01,9649,,
,0.01,9699,,
,0.01,9749,,
,0.01,9799,,
,0.01,9849,,
,0.01,9899,,
,0.01,9949,,
,0.01,9999,,
,0.01,10049,,
,0.01,10099,,
,0.01,10149,,
,0.01,10199,,
,0.01,10249,,
,0.01,10299,,
,0.01,10349,,
,0.01,10399,,
,0.01,10449,,
,0.01,10499,,
,0.01,10549,,
,0.01,10599,,
,0.01,10649,,
,0.01,10699,,
,0.01,10749,,
,0.01,10799,,
,0.01,10849,,
,0.01,10899,,
,0.01,10949,,
,0.01,10999,,
,0.01,11049,,
,0.01,11099,,
,0.01,11149,,
,0.01,11199,,
,0.01,11249,,
,0.01,11299,,
,0.01,11349,,
,0.01,11399,,
,0.01,11449,,
,0.01,11499,,
,0.01,11549,,
,0.01,11599,,
,0.01,11649,,
,0.01,11699,,
,0.01,11749,,
,0.01,11799,,
,0.01,11849,,
,0.01,11899,,
,0.01,11949,,
,0.01,11999,,
,0.01,12049,,
,0.01,12099,,
,0.01,12149,,
,0.01,12199,,
,0.01,12249,,
,0.01,12299,,
,0.01,12349,,
,0.01,12399,,
,0.01,12449,,
,0.01,12499,,
,0.01,12549,,
,0.01,12599,,
,0.01,12649,,
,0.01,12699,,
,0.01,12749,,
,0.01,12799,,
,0.01,12849,,
,0.01,12899,,
,0.01,12949,,
,0.01,12999,,
,0.01,13049,,
,0.01,13099,,
,0.01,13149,,
,0.01,13199,,
,0.01,13249,,
,0.01,13299,,
,0.01,13349,,
,0.01,13399,,
,0.01,13449,,
2,,13463,,31.435672760009766
2,,13463,31.271549224853516,
,0.01,13499,,
,0.01,13549,,
,0.01,13599,,
,0.01,13649,,
,0.01,13699,,
,0.01,13749,,
,0.01,13799,,
,0.01,13849,,
,0.01,13899,,
,0.01,13949,,
,0.01,13999,,
,0.01,14049,,
,0.01,14099,,
,0.01,14149,,
,0.01,14199,,
,0.01,14249,,
,0.01,14299,,
,0.01,14349,,
,0.01,14399,,
,0.01,14449,,
,0.01,14499,,
,0.01,14549,,
,0.01,14599,,
,0.01,14649,,
,0.01,14699,,
,0.01,14749,,
,0.01,14799,,
,0.01,14849,,
,0.01,14899,,
,0.01,14949,,
,0.01,14999,,
,0.01,15049,,
,0.01,15099,,
,0.01,15149,,
,0.01,15199,,
,0.01,15249,,
,0.01,15299,,
,0.01,15349,,
,0.01,15399,,
,0.01,15449,,
,0.01,15499,,
,0.01,15549,,
,0.01,15599,,
,0.01,15649,,
,0.01,15699,,
,0.01,15749,,
,0.01,15799,,
,0.01,15849,,
,0.01,15899,,
,0.01,15949,,
,0.01,15999,,
,0.01,16049,,
,0.01,16099,,
,0.01,16149,,
,0.01,16199,,
,0.01,16249,,
,0.01,16299,,
,0.01,16349,,
,0.01,16399,,
,0.01,16449,,
,0.01,16499,,
,0.01,16549,,
,0.01,16599,,
,0.01,16649,,
,0.01,16699,,
,0.01,16749,,
,0.01,16799,,
,0.01,16849,,
,0.01,16899,,
,0.01,16949,,
,0.01,16999,,
,0.01,17049,,
,0.01,17099,,
,0.01,17149,,
,0.01,17199,,
,0.01,17249,,
,0.01,17299,,
,0.01,17349,,
,0.01,17399,,
,0.01,17449,,
,0.01,17499,,
,0.01,17549,,
,0.01,17599,,
,0.01,17649,,
,0.01,17699,,
,0.01,17749,,
,0.01,17799,,
,0.01,17849,,
,0.01,17899,,
,0.01,17949,,
3,,17951,,30.1156005859375
3,,17951,30.209030151367188,
,0.01,17999,,
,0.01,18049,,
,0.01,18099,,
,0.01,18149,,
,0.01,18199,,
,0.01,18249,,
,0.01,18299,,
,0.01,18349,,
,0.01,18399,,
,0.01,18449,,
,0.01,18499,,
,0.01,18549,,
,0.01,18599,,
,0.01,18649,,
,0.01,18699,,
,0.01,18749,,
,0.01,18799,,
,0.01,18849,,
,0.01,18899,,
,0.01,18949,,
,0.01,18999,,
,0.01,19049,,
,0.01,19099,,
,0.01,19149,,
,0.01,19199,,
,0.01,19249,,
,0.01,19299,,
,0.01,19349,,
,0.01,19399,,
,0.01,19449,,
,0.01,19499,,
,0.01,19549,,
,0.01,19599,,
,0.01,19649,,
,0.01,19699,,
,0.01,19749,,
,0.01,19799,,
,0.01,19849,,
,0.01,19899,,
,0.01,19949,,
,0.01,19999,,
,0.01,20049,,
,0.01,20099,,
,0.01,20149,,
,0.01,20199,,
,0.01,20249,,
,0.01,20299,,
,0.01,20349,,
,0.01,20399,,
,0.01,20449,,
,0.01,20499,,
,0.01,20549,,
,0.01,20599,,
,0.01,20649,,
,0.01,20699,,
,0.01,20749,,
,0.01,20799,,
,0.01,20849,,
,0.01,20899,,
,0.01,20949,,
,0.01,20999,,
,0.01,21049,,
,0.01,21099,,
,0.01,21149,,
,0.01,21199,,
,0.01,21249,,
,0.01,21299,,
,0.01,21349,,
,0.01,21399,,
,0.01,21449,,
,0.01,21499,,
,0.01,21549,,
,0.01,21599,,
,0.01,21649,,
,0.01,21699,,
,0.01,21749,,
,0.01,21799,,
,0.01,21849,,
,0.01,21899,,
,0.01,21949,,
,0.01,21999,,
,0.01,22049,,
,0.01,22099,,
,0.01,22149,,
,0.01,22199,,
,0.01,22249,,
,0.01,22299,,
,0.01,22349,,
,0.01,22399,,
4,,22439,,29.8560733795166
4,,22439,29.229385375976562,
,0.01,22449,,
,0.01,22499,,
,0.01,22549,,
,0.01,22599,,
,0.01,22649,,
,0.01,22699,,
,0.01,22749,,
,0.01,22799,,
,0.01,22849,,
,0.01,22899,,
,0.01,22949,,
,0.01,22999,,
,0.01,23049,,
,0.01,23099,,
,0.01,23149,,
,0.01,23199,,
,0.01,23249,,
,0.01,23299,,
,0.01,23349,,
,0.01,23399,,
,0.01,23449,,
,0.01,23499,,
,0.01,23549,,
,0.01,23599,,
,0.01,23649,,
,0.01,23699,,
,0.01,23749,,
,0.01,23799,,
,0.01,23849,,
,0.01,23899,,
,0.01,23949,,
,0.01,23999,,
,0.01,24049,,
,0.01,24099,,
,0.01,24149,,
,0.01,24199,,
,0.01,24249,,
,0.01,24299,,
,0.01,24349,,
,0.01,24399,,
,0.01,24449,,
,0.01,24499,,
,0.01,24549,,
,0.01,24599,,
,0.01,24649,,
,0.01,24699,,
,0.01,24749,,
,0.01,24799,,
,0.01,24849,,
,0.01,24899,,
,0.01,24949,,
,0.01,24999,,
,0.01,25049,,
,0.01,25099,,
,0.01,25149,,
,0.01,25199,,
,0.01,25249,,
,0.01,25299,,
,0.01,25349,,
,0.01,25399,,
,0.01,25449,,
,0.01,25499,,
,0.01,25549,,
,0.01,25599,,
,0.01,25649,,
,0.01,25699,,
,0.01,25749,,
,0.01,25799,,
,0.01,25849,,
,0.01,25899,,
,0.01,25949,,
,0.01,25999,,
,0.01,26049,,
,0.01,26099,,
,0.01,26149,,
,0.01,26199,,
,0.01,26249,,
,0.01,26299,,
,0.01,26349,,
,0.01,26399,,
,0.01,26449,,
,0.01,26499,,
,0.01,26549,,
,0.01,26599,,
,0.01,26649,,
,0.01,26699,,
,0.01,26749,,
,0.01,26799,,
,0.01,26849,,
,0.01,26899,,
5,,26927,,28.50724220275879
5,,26927,28.750688552856445,
,0.01,26949,,
,0.01,26999,,
,0.01,27049,,
,0.01,27099,,
,0.01,27149,,
,0.01,27199,,
,0.01,27249,,
,0.01,27299,,
,0.01,27349,,
,0.01,27399,,
